batch_transcript-parent,,,,,,,
filename,audio_link,language_id,transcript,ground_truth_transcript,Remarks,,
hindi_25h__1780287143749_audio_file_13139416246_ch1_seg_0017.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780287143749_audio_file_13139416246_ch1_seg_0017.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=b02dccf32a6cecd6b94255e830a91c8a0bd5feab41c57e88ec5330d14f03dfbb#,hi-IN,ठीक है मैं सर आपकी जी जी मैं आपकी नोटिस रोक रही हूँ यहीं पेटी के परसों आपका पेमेंट हो जाना चाहिए,ठीक है मैं सर आपकी जी जी मैं आपकी नोटिस रोक रही हूँ यहीं पेटी के परसों आपका पेमेंट हो जाना चाहिए,Perfect,,
hindi_25h__1780287143749_audio_file_13139416246_ch1_seg_0018.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780287143749_audio_file_13139416246_ch1_seg_0018.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=2f9e49f612c273446a8f0cc127a29956d6099b80cb7bee4cf6b41eaa02243487#,hi-IN,सर आप मुझसे बोलिए कि अब वो आपका लड़का है आपसे आपने किसके लिए आपने पेमेंट लिया किस के लिए आपने लोन लिया था,सर आप मुझसे बोलिए कि अब वो आपका लड़का है आपसे आपने किसके लिए आपने पेमेंट लिया किस के लिए आपने लोन लिया था,Perfect,,
hindi_25h__1780287143749_audio_file_13139416246_ch1_seg_0019.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780287143749_audio_file_13139416246_ch1_seg_0019.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=620cf79a760b5d548ec95aab232e8d7df0426b7e7e86a86af355c1dfc75cd6aa#,hi-IN,अच्छा अच्छा तो आप ये बोल दो अगर कार्रवाई होगी तो मेरे नाम पे होगी आप लोगों को मैंने दिलाया अपना बच्चा समझ के और अगर बैंक वाले ले जाएंगे हमको कोर्ट में जाएंगे या तो फिर नहीं जमा कर पाएंगे,अच्छा अच्छा तो आप ये बोल दो अगर कार्रवाई होगी तो मेरे नाम पे होगी आप लोगों को मैंने दिलाया अपना बच्चा समझ के और अगर बैंक वाले ले जाएंगे हमको कोर्ट में जाएंगे या तो फिर नहीं जमा कर पाएंगे,,,
hindi_25h__1780287143749_audio_file_13139416246_ch1_seg_0020.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780287143749_audio_file_13139416246_ch1_seg_0020.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=f90845f7840f8247c009261b402d9236bbd075dfdee617dd15ad7ab1d67c65ff#,hi-IN,तो केस वगैरह करेंगे सारी जिंदगी कौन केस भरेगा उसका अब इस यहाँ तो आपके जी सर आप यहाँ पर,तो केस वगैरह करेंगे सारी जिंदगी कौन केस भरेगा उसका अब इस यहाँ तो आपके जी सर आप यहाँ पर,Perfect,,
hindi_25h__1780287143749_audio_file_13139416246_ch1_seg_0021.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780287143749_audio_file_13139416246_ch1_seg_0021.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=a62926265ae65e84d4690ea027734c7273e5fceb90edc9746e2ae19e0274beac#,hi-IN,आपका जो पेंडिंग अमाउंट है वो सात हजार पाँच सौ छब्बीस रुपया है ठीक आज सात हजार पाँच सौ छब्बीस है कल आठ हजार होगा परसों दस हजार होगा फिर बारह हजार होगा फिर बीस हजार होगा सर आप इतना कहाँ से जब सात हजार नहीं भर पा रहे हो तो बीस हजार कहाँ से भरोगे है ना कोर्ट में जाओगे वहाँ वहाँ तो आपके चार्जेस बहुत ज्यादा लग सकते हैं,आपका जो पेंडिंग अमाउंट है वो सात हजार पाँच सौ छब्बीस रुपया है ठीक आज सात हजार पाँच सौ छब्बीस है कल आठ हजार होगा परसों दस हजार होगा फिर बारह हजार होगा फिर बीस हजार होगा सर आप इतना कहाँ से जब सात हजार नहीं भर पा रहे हो तो बीस हजार कहाँ से भरोगे है ना कोर्ट में जाओगे वहाँ वहाँ तो आपके चार्जेस बहुत ज्यादा लग सकते हैं,Perfect,,
hindi_25h__1780287143749_audio_file_13139416246_ch1_seg_0022.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780287143749_audio_file_13139416246_ch1_seg_0022.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=b32967ac2bfbc10821593617231c038cefbe70cf68e24e7fd1b7fc808a2430b9#,hi-IN,हाँ फिर तो कोर्ट में जी कोर्ट में जाओगे तो बैंक वे जितना बोलेंगे उतना देना पड़ेगा बैंक वाले बोलेंगे नहीं मेरा ब्याज जितना हुआ तो आपको उतना देना पड़ेगा,हाँ फिर तो कोर्ट में जी कोर्ट में जाओगे तो बैंक वे जितना बोलेंगे उतना देना पड़ेगा बैंक वाले बोलेंगे नहीं मेरा ब्याज जितना हुआ तो आपको उतना देना पड़ेगा,,,
hindi_25h__1780287143749_audio_file_13139416246_ch1_seg_0023.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780287143749_audio_file_13139416246_ch1_seg_0023.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=be59e08c2a234c28bd32f72cca5ca3419b5965618da3bd864233b9d6ac806511#,hi-IN,ठीक है सर मैं आपके कहने पर आप नोटिस रोक रही हूँ ठीक है मैं आपको परसों कॉल करती हूँ ठीक है आप जमा कर दीजिएगा पेमेंट थैंक यू सर,ठीक है सर मैं आपके कहने पर आप नोटिस रोक रही हूँ ठीक है मैं आपको परसों कॉल करती हूँ ठीक है आप जमा कर दीजिएगा पेमेंट थैंक यू सर,Perfect,,
hindi_25h__1780288755524_audio_file_13139609377_ch0_seg_0001.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780288755524_audio_file_13139609377_ch0_seg_0001.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=d49a82bdb9d576f43780b8ff039050d083b4d94bbd22892bd76141aefaf01a6c#,hi-IN,वो रहा गाबला हम तो ये उदयपुर उदयपुर जिले के खेरवाड़ा से बिगफास पंचायत से बोल रहा हूँ,वो रहा गाबला हम तो ये उदयपुर उदयपुर जिले के खेरवाड़ा से बिगफास पंचायत से बोल रहा हूँ,Perfect,,
hindi_25h__1780288755524_audio_file_13139609377_ch1_seg_0001.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780288755524_audio_file_13139609377_ch1_seg_0001.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=fab9674c5fc1283dd0f60b2ce132e40886cc4f0d57fbcb7c728563e408a24dcd#,hi-IN,रैशो बात कर रही हूँ ग्राम सब्दी के विभाग से आपने जो टू व्हीलर के लिए लोन लिया था ना आपने उसका पेमेंट क्यों नहीं कर रहे हो,रैशो बात कर रही हूँ ग्राम सब्दी के विभाग से आपने जो टू व्हीलर के लिए लोन लिया था ना आपने उसका पेमेंट क्यों नहीं कर रहे हो,,,
hindi_25h__1780288755524_audio_file_13139609377_ch1_seg_0002.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780288755524_audio_file_13139609377_ch1_seg_0002.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=7b602d43c470f4b8b7e7293f30f9f855687ff10ad8abd80f24b0c195210dfe65#,hi-IN,उनके बेटे बात कर रहे हो कब आएंगे आपके पापा घर पर आपके पास जब भी कॉल करो आप यही बोलते हो पापा घर पर नहीं पापा घर पर नहीं कहाँ चले जाते हैं पापा आपके रोज रोज,उनके बेटे बात कर रहे हो कब आएंगे आपके पापा घर पर आपके पास जब भी कॉल करो आप यही बोलते हो पापा घर पर नहीं पापा घर पर नहीं कहाँ चले जाते हैं पापा आपके रोज रोज,,,
hindi_25h__1780288755524_audio_file_13139609377_ch1_seg_0003.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780288755524_audio_file_13139609377_ch1_seg_0003.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=15cb022a6fa1680d10890b3fff2baaf75664dcac31a88530bdda1ab81c9f7143#,hi-IN,अरे भाई राजस्थान से ही वो भी है लक्ष्मी नारायण बात करो आपने जो टू व्हीलर का लोन लिया था बाइक के लिए उसका पेमेंट क्यों नहीं जमा कर रहे हो आपने जो चौवन हजार नौ सौ बयासी का लोन लिया था,अरे भाई राजस्थान से ही वो भी है लक्ष्मी नारायण बात करो आपने जो टू व्हीलर का लोन लिया था बाइक के लिए उसका पेमेंट क्यों नहीं जमा कर रहे हो आपने जो चौवन हजार नौ सौ बयासी का लोन लिया था,Perfect,,
hindi_25h__1780288755524_audio_file_13139609377_ch1_seg_0004.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780288755524_audio_file_13139609377_ch1_seg_0004.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=25cbeed64ffbc1d2d19bfd6f4dbbf2e35bc2ab87a481ddd6298f6d36256958ed#,hi-IN,कब जमा करोगे आपका जो पेंडिंग अमाउंट है पेंडिंग अमाउंट है चौदह हज़ार नौ सौ बासठ रुपये कब जमा होगा आपका अमाउंट,कब जमा करोगे आपका जो पेंडिंग अमाउंट है पेंडिंग अमाउंट है चौदह हज़ार नौ सौ बासठ रुपये कब जमा होगा आपका अमाउंट,,,
hindi_25h__1780289132768_audio_file_13139645099_ch0_seg_0001.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780289132768_audio_file_13139645099_ch0_seg_0001.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=faae8a4fbe42ce7a140a5e256c708b3d0532995726493ab1046d5e44ae0538b0#,hi-IN,ठीक है मैडम करवाते हैं उसको थोड़ा तबियत इधर सही नहीं है दस दिन में करवा देंगे बोले नहीं,ठीक है मैडम करवाते हैं उसको थोड़ा तबियत इधर सही नहीं है दस दिन में करवा देंगे बोले नहीं,Perfect,,
hindi_25h__1780289132768_audio_file_13139645099_ch0_seg_0002.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780289132768_audio_file_13139645099_ch0_seg_0002.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=9bec84a1f65126472135d93f8e1ea00833160b613a191fe98a7484bbfdd4437a#,hi-IN,करवा देते हैं उसको मान लीजिए कि एक किस्त के लिए क्यों इतना ये पड़ेंगे सब भाव की है,करवा देते हैं उसको मान लीजिए कि एक किस्त के लिए क्यों इतना ये पड़ेंगे सब भाव की है,,,
hindi_25h__1780289132768_audio_file_13139645099_ch0_seg_0003.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780289132768_audio_file_13139645099_ch0_seg_0003.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=73785f4fdfdbf88494887cb227e605a6cd62839d5665e5f9b2e9edc2aa53dc2e#,hi-IN,नहीं वो सारे बात सही है बीच में फादर भी एक्सपायर हो गए थे थोड़ा सा गर्दिश में है,नहीं वो सारे बात सही है बीच में फादर भी एक्सपायर हो गए थे थोड़ा सा गर्दिश में है,,,
hindi_25h__1780289132768_audio_file_13139645099_ch0_seg_0004.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780289132768_audio_file_13139645099_ch0_seg_0004.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=a2ee3f4a33e58e4f456dedb7f737dcd73ef7d7120af6096b4aa984d4fd248ae9#,hi-IN,अभी लगे हुए हैं उसी में बोलिए मतलब मेन में आइए ना तो है ये ना घुमा फिराव से क्या कोई फ़ायदा है,अभी लगे हुए हैं उसी में बोलिए मतलब मेन में आइए ना तो है ये ना घुमा फिराव से क्या कोई फ़ायदा है,,,
hindi_25h__1780289132768_audio_file_13139645099_ch0_seg_0005.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780289132768_audio_file_13139645099_ch0_seg_0005.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=250f23e72ec3d36835f2d1385d3c17df3121a9a7ec8596ef395ca8f623ff0fe0#,hi-IN,मैडम नहीं है ना हमारे पास मान लीजिए कि हम होता तो पहले ही नहीं कर देते दस दिन इसलिए तो टाइम ले रहे हैं कि हाई जुगाड़ कर हम करवा देंगे,मैडम नहीं है ना हमारे पास मान लीजिए कि हम होता तो पहले ही नहीं कर देते दस दिन इसलिए तो टाइम ले रहे हैं कि हाई जुगाड़ कर हम करवा देंगे,Perfect,,
